Ship type,Reporting Period,Technical efficiency,tech_eff_name,tech_eff,Port of Registry,Home Port,Total fuel consumption [m tonnes],Total CO₂ emissions [m tonnes],CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes],CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],Annual Total time spent at sea [hours],Annual average Fuel consumption per distance [kg / n mile],Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles],Annual average CO₂ emissions per distance [kg CO₂ / n mile],Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles],C02 emissions per hour,C02 emissions per fuel consumption,EEOI_Index
Bulk carrier,2019,EEDI (5.22 gCO₂/t·nm),EEDI,5.22,MANILA,,499.43,1571.96,198.16,411.91,919.25,42.64,558.2,74.73,2.98,235.22,9.36,2.816123253314224,3.1475081593016037,9.36
Bulk carrier,2019,EEDI (5.27 gCO₂/t·nm),EEDI,5.27,HONG KONG,,3606.67,11286.15,5329.31,2481.95,2936.2,538.68,4398.38,67.66,2.72,211.72,8.52,2.5659788376629575,3.1292438731572334,8.52
Bulk carrier,2019,EEDI (5.36 gCO₂/t·nm),EEDI,5.36,,,522.0,1628.28,0.0,119.92,1426.61,81.75,677.8,63.43,2.11,197.85,6.59,2.4023015638831513,3.119310344827586,6.59
Bulk carrier,2019,EEDI (3.78 gCO₂/t·nm),EEDI,3.78,Hong Kong,,2431.21,7584.16,584.08,4339.5,2323.17,337.4,2597.25,104.6,1.99,326.29,6.22,2.920073154297815,3.1195001665837174,6.22
Bulk carrier,2019,EEDI (3.82 gCO₂/t·nm),EEDI,3.82,Hong Kong,,2313.99,7241.6,1357.34,3715.63,2072.75,95.89,2621.0,83.93,2.0,262.65,6.24,2.7629149179702406,3.1294862985579024,6.24
Bulk carrier,2019,EEDI (3.77 gCO₂/t·nm),EEDI,3.77,Hong Kong,,1305.94,4070.88,424.1,1893.92,1626.42,126.43,1305.7,100.02,1.92,311.79,5.99,3.117775905644482,3.117202934284883,5.99
Bulk carrier,2019,EEDI (3.66 gCO₂/t·nm),EEDI,3.66,Monrovia,,427.35,1362.59,87.84,786.63,455.25,32.86,530.95,89.03,3.82,283.86,12.19,2.5663245126659757,3.188463788463788,12.19
Bulk carrier,2019,EEDI (4.48 gCO₂/t·nm),EEDI,4.48,Majuro,Majuro,2713.21,8467.72,591.09,2345.41,2449.84,282.23,2843.71,89.24,1.81,278.5,5.65,2.977701664375059,3.120923186926187,5.65
Bulk carrier,2019,EEDI (3.76 gCO₂/t·nm),EEDI,3.76,Majuro,,500.1,1563.77,0.0,1212.15,231.42,120.21,669.9,85.4,2.38,267.04,7.45,2.334333482609345,3.1269146170765847,7.45
Bulk carrier,2019,EEDI (3.91 gCO₂/t·nm),EEDI,3.91,Majuro,,952.0,2993.85,300.72,1655.06,849.87,188.19,1301.1,83.56,1.83,262.78,5.77,2.3010145261701638,3.144800420168067,5.77
Bulk carrier,2019,EIV (4.56 gCO₂/t·nm),EIV,4.56,Monrovia,,3766.0,11810.68,151.0,3222.0,8041.0,396.0,3823.61,93.64,2.11,293.66,6.61,3.0888819727953427,3.136133828996283,6.61
Bulk carrier,2019,EEDI (3.58 gCO₂/t·nm),EEDI,3.58,Panama,,1107.5,3463.74,59.98,1506.94,1767.03,129.78,1366.67,96.0,3.17,300.23,9.91,2.5344377208836075,3.127530474040632,9.91
Bulk carrier,2019,EEDI (3.6 gCO₂/t·nm),EEDI,3.6,Panama,,1828.82,5727.86,131.03,2754.54,2642.96,199.44,3254.75,98.87,3.26,309.66,10.21,1.7598463783700744,3.1319976815651622,10.21
Bulk carrier,2019,EEDI (3.59 gCO₂/t·nm),EEDI,3.59,Monrovia,,1253.84,3924.47,0.0,1588.79,2213.69,121.99,1906.02,87.44,2.2,273.67,6.88,2.0589867892257163,3.12996076054361,6.88
Bulk carrier,2019,EEDI (3.85 gCO₂/t·nm),EEDI,3.85,Majuro,,3054.1,9543.76,904.8,5634.03,2576.95,427.98,3062.2,91.4,2.37,285.62,7.4,3.1166350989484686,3.1249009528175242,7.4
Bulk carrier,2019,EEDI (4.03 gCO₂/t·nm),EEDI,4.03,,,1617.36,5055.27,566.28,3054.95,1293.62,140.42,2196.6,95.75,1.82,299.27,5.69,2.3014067194755534,3.1256306573675623,5.69
Bulk carrier,2019,EEDI (4.01 gCO₂/t·nm),EEDI,4.01,,,1178.53,3682.05,271.45,1798.71,1512.57,99.32,1175.9,97.57,2.22,304.84,6.92,3.1312611616634065,3.124273459309479,6.92
Bulk carrier,2019,EEDI (4.03 gCO₂/t·nm),EEDI,4.03,MAJURO,,534.35,1672.47,0.0,676.31,979.17,16.99,844.7,80.19,2.71,251.0,8.49,1.9799573813188114,3.1299148498175353,8.49
Bulk carrier,2019,EEDI (4.02 gCO₂/t·nm),EEDI,4.02,MAJURO,,781.21,2449.27,393.74,1928.41,0.0,127.12,753.95,94.47,2.27,296.2,7.13,3.248584123615624,3.135226123577527,7.13
Bulk carrier,2019,EEDI (4.1 gCO₂/t·nm),EEDI,4.1,MAJURO,,503.27,1570.6,871.53,232.01,349.39,117.66,670.1,99.42,3.46,310.27,10.78,2.343829279212058,3.1207900331829834,10.78
Bulk carrier,2019,EEDI (4.14 gCO₂/t·nm),EEDI,4.14,,,1048.96,3281.78,0.0,206.23,2996.28,79.27,1344.85,84.61,1.85,264.72,5.79,2.44025727776332,3.1286035692495426,5.79
Bulk carrier,2019,EEDI (3.93 gCO₂/t·nm),EEDI,3.93,SINGAPORE,,557.3,1738.55,168.78,560.68,935.67,73.42,491.75,97.99,2.17,305.68,6.77,3.5354346720894765,3.11959447335367,6.77
Bulk carrier,2019,EEDI (4.12 gCO₂/t·nm),EEDI,4.12,Monrovia,Monrovia,684.63,2156.22,0.0,186.46,1851.68,118.08,594.97,99.89,1.85,314.59,5.84,3.6240818864816706,3.1494675956355986,5.84
Bulk carrier,2019,EEDI (4.14 gCO₂/t·nm),EEDI,4.14,Monrovia,Monrovia,3121.21,9790.77,2219.62,4108.61,2996.2,466.34,3240.55,85.9,2.2,269.44,6.91,3.0213297125487957,3.13685077261703,6.91
Bulk carrier,2019,EEDI (3.89 gCO₂/t·nm),EEDI,3.89,Hong Kong,Hong Kong,1103.29,3460.34,190.44,2067.1,950.04,252.76,1184.7,90.18,1.82,282.85,5.72,2.920857601080442,3.136382999936554,5.72
Bulk carrier,2019,EEDI (4.27 gCO₂/t·nm),EEDI,4.27,Singapore,Singapore,2369.12,7417.52,440.82,2837.06,3901.46,238.17,2330.12,85.85,2.18,268.8,6.83,3.183321030676532,3.130917809144324,6.83
Bulk carrier,2019,EEDI (3.96 gCO₂/t·nm),EEDI,3.96,Bangkok,-,2531.8,7925.97,628.95,3533.04,3617.18,146.8,2903.45,91.09,1.98,285.15,6.18,2.729845528595292,3.1305671854016905,6.18
Bulk carrier,2019,EEDI (3.96 gCO₂/t·nm),EEDI,3.96,Bangkok,,998.4,3114.65,209.6,368.02,2440.84,96.18,1226.0,88.21,2.65,275.19,8.25,2.5404975530179446,3.1196414262820515,8.25
Bulk carrier,2019,EEDI (3.66 gCO₂/t·nm),EEDI,3.66,PANAMA,,1519.42,4756.29,687.51,688.96,3180.13,199.7,1469.7,88.46,2.04,276.9,6.37,3.236231884057971,3.130332626923431,6.37
Bulk carrier,2019,EEDI (3.68 gCO₂/t·nm),EEDI,3.68,PANAMA,,605.67,1889.82,0.0,166.83,1698.5,24.49,632.1,78.36,1.73,244.51,5.39,2.9897484575225435,3.120213977908762,5.39
Bulk carrier,2019,EEDI (3.87 gCO₂/t·nm),EEDI,3.87,Singapore,Singapore,1638.26,5143.12,315.86,648.27,3978.87,200.12,1450.5,100.75,2.33,316.29,7.32,3.545756635642882,3.139379585657954,7.32
Bulk carrier,2019,EEDI (4.5 gCO₂/t·nm),EEDI,4.5,Valletta,,1356.57,4246.53,78.79,1097.08,2748.46,322.2,1396.09,87.97,4.32,275.39,13.51,3.041730833972022,3.130343439704549,13.51
Bulk carrier,2019,EEDI (3.48 gCO₂/t·nm),EEDI,3.48,Hong Kong,,890.4,2779.66,0.0,1407.59,1367.81,4.28,1178.1,90.4,2.8,282.2,8.73,2.359443171207877,3.1218104222821204,8.73
Bulk carrier,2019,EEDI (3.65 gCO₂/t·nm),EEDI,3.65,Hong Kong,,1921.06,6009.88,616.83,2290.83,2785.78,316.44,1881.1,98.7,2.97,308.77,9.3,3.194875338897454,3.128418685517371,9.3
Bulk carrier,2019,EEDI (3.69 gCO₂/t·nm),EEDI,3.69,Hong Kong,,1493.16,4669.58,0.0,1286.88,3238.3,144.4,1402.0,96.41,1.99,301.5,6.22,3.3306562054208273,3.1273138846473247,6.22
Bulk carrier,2019,EEDI (3.62 gCO₂/t·nm),EEDI,3.62,Hong Kong,,1470.7,4589.65,399.31,968.11,2849.25,372.98,1357.18,96.09,1.95,299.87,6.09,3.3817548151313748,3.120724824913306,6.09
Bulk carrier,2019,EEDI (3.61 gCO₂/t·nm),EEDI,3.61,Hong Kong,,402.68,1271.15,0.0,388.37,602.05,280.73,317.6,123.41,3.25,389.57,10.27,4.002361460957179,3.1567249428826862,10.27
Bulk carrier,2019,EEDI (3.59 gCO₂/t·nm),EEDI,3.59,Hong Kong,,1661.14,5221.1,0.0,1082.91,3826.8,311.39,1404.8,98.34,1.83,309.09,5.76,3.7166144646924835,3.143082461442142,5.76
Bulk carrier,2019,EEDI (3.93 gCO₂/t·nm),EEDI,3.93,Bergen,Bergen,875.1,2738.39,133.05,1335.97,1171.22,98.15,1087.5,786.25,4.12,2460.37,12.88,2.5180597701149425,3.1292309450348528,12.88
Bulk carrier,2019,EEDI (3.88 gCO₂/t·nm),EEDI,3.88,BERGEN,BERGEN,1588.9,4980.76,572.0,1514.53,2522.92,371.31,2214.0,75.14,1.93,235.53,6.06,2.2496657633243,3.134722134810246,6.06
Bulk carrier,2019,EEDI (3.85 gCO₂/t·nm),EEDI,3.85,Monrovia,,3301.12,10331.46,599.66,4494.16,4359.09,878.55,2928.5,96.48,2.85,301.96,8.91,3.527901656137954,3.129683259015122,8.91
Bulk carrier,2019,EEDI (3.85 gCO₂/t·nm),EEDI,3.85,Monrovia,,2289.18,7167.82,2250.96,1138.23,3227.85,550.78,1933.96,96.91,2.38,303.45,7.45,3.706291753707419,3.1311736080168444,7.45
Bulk carrier,2019,EEDI (4.32 gCO₂/t·nm),EEDI,4.32,Majuro,,1828.4,5710.15,375.34,2494.28,2720.63,119.9,1790.5,89.83,1.82,280.53,5.69,3.189137112538397,3.123031065412382,5.69
Bulk carrier,2019,EEDI (3.82 gCO₂/t·nm),EEDI,3.82,,,1980.68,6221.17,926.69,3142.39,1873.49,278.6,2056.59,83.85,1.76,263.38,5.53,3.0249928279336182,3.1409263485267687,5.53
Bulk carrier,2019,EEDI (3.81 gCO₂/t·nm),EEDI,3.81,MAJURO,,1365.5,4257.04,0.0,2128.43,2044.71,83.9,1041.1,101.13,2.02,315.27,6.29,4.088982806646817,3.117568656169901,6.29
Bulk carrier,2019,EEDI (3.82 gCO₂/t·nm),EEDI,3.82,MAJURO,,1647.35,5164.56,361.96,1507.89,2817.13,477.59,1230.2,106.45,2.51,333.71,7.88,4.198146642822305,3.1350714784350626,7.88
Bulk carrier,2019,EEDI (3.86 gCO₂/t·nm),EEDI,3.86,MAJURO,,1660.49,5202.09,99.07,1305.5,3599.94,197.59,1458.3,91.01,1.96,285.11,6.14,3.5672289652334914,3.132864395449536,6.14
Bulk carrier,2019,EEDI (3.82 gCO₂/t·nm),EEDI,3.82,MAJURO,,2123.05,6680.91,1037.98,0.0,5109.0,533.93,1737.9,100.27,1.99,315.54,6.27,3.844243051959261,3.1468453404300414,6.27
Bulk carrier,2019,EEDI (4.27 gCO₂/t·nm),EEDI,4.27,Singapore,,2342.19,7331.9,219.71,5459.61,1546.47,106.12,2421.57,93.05,2.35,291.28,7.34,3.0277464620060535,3.1303609015494045,7.34
Bulk carrier,2019,EEDI (3.98 gCO₂/t·nm),EEDI,3.98,Singapore,,1542.18,4834.9,953.39,2251.65,1473.7,156.16,2160.17,78.9,1.87,247.35,5.85,2.238203474726526,3.135107445304698,5.85
Bulk carrier,2019,EIV (3.71 gCO₂/t·nm),EIV,3.71,PANAMA,,959.7,3005.68,0.0,1446.07,1511.25,48.36,893.7,88.92,2.66,278.48,8.34,3.363186751706389,3.1318953839741583,8.34
Bulk carrier,2019,EIV (5.76 gCO₂/t·nm),EIV,5.76,PANAMA,,1839.94,5766.59,511.39,2496.66,2494.19,264.35,2719.43,60.51,2.54,189.65,7.96,2.1205142254075304,3.1341185038642565,7.96
Bulk carrier,2019,EEDI (3.86 gCO₂/t·nm),EEDI,3.86,Piraeus,,687.65,2142.62,191.14,659.05,1259.44,32.98,794.28,80.43,2.64,250.6,8.23,2.697562572392607,3.1158583581763977,8.23
Bulk carrier,2019,EEDI (5.15 gCO₂/t·nm),EEDI,5.15,,,684.0,2152.61,17.0,939.0,1082.0,114.0,1159.83,58.63,2.41,184.5,7.58,1.855970271505307,3.1470906432748538,7.58
Bulk carrier,2019,EEDI (4.27 gCO₂/t·nm),EEDI,4.27,SINGAPORE,,2284.62,7141.29,405.52,2213.75,3978.28,543.75,2266.6,85.97,1.98,268.72,6.18,3.1506617841701225,3.125810856947764,6.18
Bulk carrier,2019,EEDI (3.91 gCO₂/t·nm),EEDI,3.91,,,592.05,1851.95,80.6,166.96,1393.78,210.8,459.4,99.76,2.14,312.04,6.7,4.031236395298215,3.128029727218985,6.7
Bulk carrier,2019,EEDI (3.62 gCO₂/t·nm),EEDI,3.62,Monrovia,,1565.17,4888.19,567.25,2882.58,1268.79,169.57,1960.0,118.34,2.28,369.6,7.11,2.493974489795918,3.123104838452053,7.11
Bulk carrier,2019,EEDI (3.88 gCO₂/t·nm),EEDI,3.88,Monrovia,,670.18,2093.01,308.36,170.76,1553.47,60.43,862.0,91.03,2.08,284.28,6.48,2.4280858468677495,3.123056492285655,6.48
Bulk carrier,2019,EEDI (3.83 gCO₂/t·nm),EEDI,3.83,Monrovia,,1977.39,6189.2,707.02,914.28,4229.92,337.98,1937.0,87.72,2.29,274.56,7.17,3.1952503871966957,3.1299844744840417,7.17
Bulk carrier,2019,EEDI (5.22 gCO₂/t·nm),EEDI,5.22,MAJURO,,2584.98,8115.13,187.0,2921.0,4795.0,211.0,2977.0,75.95,2.72,238.43,8.53,2.7259422237151494,3.1393395693583703,8.53
Bulk carrier,2019,EEDI (3.52 gCO₂/t·nm),EEDI,3.52,Limassol,Limassol,641.41,2010.16,0.0,1452.0,493.0,66.0,763.6,82.16,5.04,257.48,15.79,2.632477737035097,3.1339704713054055,15.79
Bulk carrier,2019,EEDI (4.58 gCO₂/t·nm),EEDI,4.58,Hong Kong,,2574.72,8066.44,535.25,3919.51,3358.68,253.01,2824.38,79.94,2.45,250.45,7.66,2.856003795523265,3.132938727317922,7.66
Bulk carrier,2019,EEDI (4.54 gCO₂/t·nm),EEDI,4.54,Hong Kong,,744.15,2337.83,0.0,885.92,1364.37,87.52,858.18,70.12,3.0,220.3,9.42,2.7241720851103497,3.141611234294161,9.42
Bulk carrier,2019,EEDI (3.93 gCO₂/t·nm),EEDI,3.93,Bergen,,1602.61,5027.93,317.93,295.59,4269.44,144.96,1732.2,85.95,2.11,269.65,6.61,2.9026267174691145,3.137338466626316,6.61
Bulk carrier,2019,EEDI (4.99 gCO₂/t·nm),EEDI,4.99,Majuro,Majuro,1340.6,4194.03,35.91,1259.03,2753.09,146.0,1415.43,94.18,2.03,294.65,6.35,2.9630783578135262,3.1284723258242577,6.35
Bulk carrier,2019,EEDI (3.84 gCO₂/t·nm),EEDI,3.84,Hong Kong,,1654.24,5165.62,0.0,768.08,4323.78,73.76,2590.1,95.5,2.28,298.22,7.13,1.9943708737114398,3.1226545120417835,7.13
Bulk carrier,2019,EEDI (3.79 gCO₂/t·nm),EEDI,3.79,Hong Kong,,1070.16,3343.66,0.0,1378.9,1935.98,28.79,1658.88,87.49,2.64,273.35,8.25,2.0156129436728394,3.1244486805711293,8.25
Bulk carrier,2019,EEDI (4.55 gCO₂/t·nm),EEDI,4.55,Majuro,,1500.01,4686.96,255.58,2342.62,1914.55,174.21,1991.9,62.32,2.14,194.74,6.69,2.3530096892414276,3.1246191692055385,6.69
Bulk carrier,2019,EIV (4.3 gCO₂/t·nm),EIV,4.3,PANAMA,,2966.45,9302.57,1457.56,3636.25,3820.77,387.99,3323.4,78.6,2.3,246.49,7.2,2.7991123548173555,3.1359267811694114,7.2
Bulk carrier,2019,EIV (4.19 gCO₂/t·nm),EIV,4.19,Panama,,1968.3,6170.43,171.2,2199.26,3548.93,251.03,2433.4,85.03,1.99,266.55,6.23,2.5357236788033206,3.134903215973175,6.23
Bulk carrier,2019,EEDI (5.57 gCO₂/t·nm),EEDI,5.57,PANAMA,,598.63,1887.85,48.51,627.83,1138.0,73.51,672.1,69.84,2.95,220.26,9.31,2.808882606754947,3.153617426457077,9.31
Bulk carrier,2019,EIV (4.4 gCO₂/t·nm),EIV,4.4,Panama,Panama,1310.8,4103.28,141.96,1083.6,2427.08,450.99,1408.2,90.95,1.85,284.71,5.8,2.9138474648487427,3.130363137015563,5.8
Bulk carrier,2019,EIV (5.15 gCO₂/t·nm),EIV,5.15,MAJURO,,1910.55,5978.1,816.48,3994.82,1038.5,128.3,1670.8,89.24,1.95,279.25,6.09,3.5779865932487436,3.128994268666091,6.09
Bulk carrier,2019,EEDI (3.59 gCO₂/t·nm),EEDI,3.59,Panama,,979.46,3057.93,0.0,1370.65,1559.85,127.44,1013.8,94.37,2.98,294.63,9.3,3.0163049911225093,3.122057051844894,9.3
Bulk carrier,2019,EEDI (3.52 gCO₂/t·nm),EEDI,3.52,Panama,,4732.57,14880.51,2205.45,5148.83,6892.05,634.17,5527.66,87.6,1.73,275.44,5.45,2.6920089151648257,3.144276788298958,5.45
Bulk carrier,2019,EEDI (3.49 gCO₂/t·nm),EEDI,3.49,Majuro,,2972.48,9360.56,3547.77,2438.75,2889.34,484.74,4425.1,96.73,2.51,304.62,7.9,2.1153329868251562,3.149074173753902,7.9
Bulk carrier,2019,EEDI (3.87 gCO₂/t·nm),EEDI,3.87,HONG KONG,,250.1,780.2,0.0,168.9,593.35,17.95,211.8,96.86,2.37,302.17,7.39,3.683663833805477,3.1195521791283487,7.39
Bulk carrier,2019,EEDI (3.87 gCO₂/t·nm),EEDI,3.87,Hong Kong,,813.92,2551.9,888.16,1080.24,266.64,316.85,869.9,98.61,4.36,309.17,13.66,2.933555581101276,3.1353204246117556,13.66
Bulk carrier,2019,EEDI (3.84 gCO₂/t·nm),EEDI,3.84,Hong Kong,Hong Kong,1247.9,3891.26,153.39,912.1,2671.86,153.91,1375.45,93.72,1.83,292.26,5.69,2.8290813915445856,3.1182466543793574,5.69
Bulk carrier,2019,EEDI (4.01 gCO₂/t·nm),EEDI,4.01,Hong Kong,,2280.01,7159.37,871.38,1240.67,4079.02,968.3,2597.5,98.75,2.75,310.09,8.64,2.7562540904716073,3.1400607892070647,8.64
Bulk carrier,2019,EEDI (5.09 gCO₂/t·nm),EEDI,5.09,Valletta,,1883.02,5930.67,574.25,1518.45,3465.5,372.46,2945.6,72.72,3.11,229.04,9.8,2.013399646931016,3.149552314898408,9.8
Bulk carrier,2019,EEDI (5.05 gCO₂/t·nm),EEDI,5.05,Valletta,,1285.21,4023.63,164.88,997.58,2595.34,267.7,1799.31,69.37,2.97,217.19,9.31,2.2362072127648935,3.1307179371464584,9.31
Bulk carrier,2019,EEDI (3.99 gCO₂/t·nm),EEDI,3.99,Hong Kong,,1773.55,5541.83,461.77,3938.93,984.68,156.47,1461.82,105.98,2.14,331.15,6.67,3.7910481454625056,3.1247103267457925,6.67
Bulk carrier,2019,EEDI (3.95 gCO₂/t·nm),EEDI,3.95,Hong Kong,,1380.19,4322.4,0.0,148.54,4118.41,55.46,1221.32,102.87,2.15,322.16,6.72,3.5391216061310713,3.1317427310732575,6.72
Bulk carrier,2019,EEDI (3.87 gCO₂/t·nm),EEDI,3.87,"Hong Kong, China",,1040.79,3248.14,157.87,1520.95,1435.33,134.02,881.17,108.08,2.03,337.3,6.33,3.6861672548997357,3.1208408997011885,6.33
Bulk carrier,2019,EEDI (3.89 gCO₂/t·nm),EEDI,3.89,"Hong Kong, China",,896.75,2804.84,0.0,1039.68,1606.72,158.43,840.75,90.13,2.2,281.89,6.87,3.336116562592923,3.1277836632283247,6.87
Bulk carrier,2019,EIV (5.57 gCO₂/t·nm),EIV,5.57,Hongkong,,584.76,1821.62,0.0,443.88,1362.39,15.36,708.63,75.66,2.67,235.69,8.31,2.570622186472489,3.115158355564676,8.31
Bulk carrier,2019,EIV (5.44 gCO₂/t·nm),EIV,5.44,HONGKONG,HONGKONG,676.42,2107.99,0.0,878.73,1204.86,24.4,790.3,86.8,2.0,270.5,6.24,2.6673288624572944,3.116392182371899,6.24
Bulk carrier,2019,EEDI (5.03 gCO₂/t·nm),EEDI,5.03,Madeira,,1958.19,6169.94,796.88,2357.65,2543.09,472.31,2917.45,67.36,2.67,212.23,8.43,2.1148400143961337,3.1508382741204883,8.43
Bulk carrier,2019,EEDI (5.07 gCO₂/t·nm),EEDI,5.07,Madeira,,950.51,3003.24,0.0,755.0,2106.17,142.07,1273.77,66.06,2.85,208.72,9.0,2.357756894886832,3.1596090519826197,9.0
Bulk carrier,2019,EEDI (4.68 gCO₂/t·nm),EEDI,4.68,Douglas,,2100.95,6651.19,0.0,1775.3,4315.31,560.57,2887.1,65.14,4.04,206.23,12.8,2.3037615600429495,3.165801185178134,12.8
Bulk carrier,2019,EEDI (4.66 gCO₂/t·nm),EEDI,4.66,Douglas,,2042.4,6422.85,171.79,2272.22,3388.38,590.46,2589.7,70.75,3.13,222.5,9.84,2.4801521411746537,3.144756169212691,9.84
Bulk carrier,2019,EEDI (4.7 gCO₂/t·nm),EEDI,4.7,Valletta,,2314.68,7236.88,411.21,2496.3,4025.28,304.09,3543.3,63.78,2.26,199.41,7.08,2.0424124403804362,3.1265142481898147,7.08
Bulk carrier,2019,EEDI (4.73 gCO₂/t·nm),EEDI,4.73,Valletta,,1543.99,4863.84,515.43,2476.36,1733.0,139.04,2380.95,72.06,2.56,227.02,8.05,2.042814842814843,3.1501758431077924,8.05
Bulk carrier,2019,EEDI (4.64 gCO₂/t·nm),EEDI,4.64,Manila,Manila,1369.24,4314.07,753.45,2133.62,1129.97,265.26,2100.0,74.3,2.72,234.09,8.57,2.0543190476190474,3.1507040401974815,8.57
Bulk carrier,2019,EEDI (3.87 gCO₂/t·nm),EEDI,3.87,Majuro,,1646.45,5133.65,0.0,2165.8,2914.06,53.8,2293.0,86.62,3.44,270.07,10.72,2.238835586567815,3.11801147924322,10.72
Bulk carrier,2019,EEDI (3.91 gCO₂/t·nm),EEDI,3.91,Egersund,,1567.66,4905.97,316.51,3140.65,1130.58,318.23,1622.65,106.11,2.28,332.08,7.15,3.023430807629495,3.1294859854815456,7.15
Bulk carrier,2019,EEDI (3.67 gCO₂/t·nm),EEDI,3.67,Singapore,,1778.96,5572.09,173.89,2836.53,2447.5,114.17,2494.1,87.9,1.87,275.33,5.87,2.2341084960506796,3.1322177002293476,5.87
Bulk carrier,2019,EEDI (5.69 gCO₂/t·nm),EEDI,5.69,Majuro,,1694.46,5302.04,1192.0,1070.0,2841.0,200.0,2550.3,69.29,2.49,216.82,7.79,2.078986785868329,3.129044061234848,7.79
Bulk carrier,2019,EEDI (5.58 gCO₂/t·nm),EEDI,5.58,Valletta,,2198.8,6885.57,771.0,1929.72,3946.0,238.85,2978.5,65.68,2.47,205.68,7.72,2.311757596105422,3.1315126432599594,7.72
Bulk carrier,2019,EEDI (4.21 gCO₂/t·nm),EEDI,4.21,PANAMA,,944.32,2972.06,0.0,1726.31,1179.78,65.93,978.5,93.98,3.66,295.79,11.51,3.0373633111905978,3.1473017621145374,11.51
Bulk carrier,2019,EEDI (3.52 gCO₂/t·nm),EEDI,3.52,Majuro,,1626.94,5079.13,520.04,1419.19,2919.54,220.37,2080.27,97.02,2.4,302.89,7.5,2.4415724881866296,3.121891403493675,7.5
Bulk carrier,2019,EIV (6.66 gCO₂/t·nm),EIV,6.66,Groningen,,1364.66,4272.52,969.82,1687.23,1491.66,123.82,1775.68,76.56,3.24,239.69,10.13,2.4061317354478287,3.1308311227705072,10.13
Bulk carrier,2019,EEDI (5.35 gCO₂/t·nm),EEDI,5.35,PANAMA,,1011.81,3192.21,66.33,1374.77,1660.97,90.15,1412.3,60.56,2.08,191.07,6.56,2.2602917227218016,3.154950040027278,6.56
Bulk carrier,2019,EEDI (5.29 gCO₂/t·nm),EEDI,5.29,MAJURO,,2312.2,7250.22,433.0,3712.6,2864.2,240.42,2985.2,63.97,2.3,200.59,7.22,2.4287216936888654,3.1356370556180266,7.22
Bulk carrier,2019,EEDI (5.46 gCO₂/t·nm),EEDI,5.46,PANAMA,,1055.1,3297.75,164.84,2050.74,1027.98,54.18,1178.1,72.64,2.41,227.03,7.54,2.7992105933282407,3.125533124822292,7.54
Bulk carrier,2019,EEDI (4.63 gCO₂/t·nm),EEDI,4.63,Manila,,579.13,1832.81,635.5,286.3,756.49,154.53,799.9,78.06,3.59,247.04,11.36,2.2912989123640455,3.1647643879612524,11.36
Bulk carrier,2019,EEDI (3.5 gCO₂/t·nm),EEDI,3.5,MONROVIA,,2255.98,7096.9,0.0,3734.35,3276.3,86.24,1894.4,99.99,1.65,314.56,5.2,3.746252111486486,3.1458168955398538,5.2
Bulk carrier,2019,EEDI (3.89 gCO₂/t·nm),EEDI,3.89,Limassol,,1353.32,4239.15,356.38,3672.27,43.51,166.99,1221.0,87.51,1.73,274.12,5.4,3.4718673218673217,3.1324077084503292,5.4
Bulk carrier,2019,EEDI (3.91 gCO₂/t·nm),EEDI,3.91,MAJURO,,1255.27,3930.21,169.61,1034.15,2608.75,117.69,1623.9,67.17,1.94,210.31,6.08,2.420229078145206,3.130967839588296,6.08
Bulk carrier,2019,EEDI (3.88 gCO₂/t·nm),EEDI,3.88,Hong Kong,,255.98,798.96,0.0,387.16,359.17,52.64,238.67,95.51,3.12,298.12,9.75,3.3475510118573766,3.121181342292367,9.75
Bulk carrier,2019,EEDI (3.78 gCO₂/t·nm),EEDI,3.78,Hong Kong,,1020.39,3181.72,0.0,2871.05,209.91,100.75,886.33,92.07,1.89,287.08,5.88,3.5897690476459103,3.1181411029116317,5.88
Bulk carrier,2019,EEDI (3.86 gCO₂/t·nm),EEDI,3.86,Hong Kong,,626.42,1962.6,0.0,840.98,992.98,128.63,567.5,94.21,1.98,295.17,6.22,3.4583259911894273,3.1330417291912775,6.22
Bulk carrier,2019,EEDI (3.83 gCO₂/t·nm),EEDI,3.83,Hong Kong,,2444.48,7694.18,111.44,4166.89,3111.3,304.55,2013.52,99.29,2.46,312.52,7.76,3.821258293933013,3.1475733080246107,7.76
Bulk carrier,2019,EEDI (3.48 gCO₂/t·nm),EEDI,3.48,Hong Kong,,1980.43,6231.65,0.0,2455.48,3354.01,422.14,1718.56,94.7,2.3,297.97,7.23,3.6260881202867514,3.1466146240967867,7.23
Bulk carrier,2019,EIV (7.22 gCO₂/t·nm),EIV,7.22,Valletta,,2710.0,8499.66,5192.0,1286.0,1495.0,527.0,5311.9,65.31,4.87,204.85,15.27,1.6001167190647416,3.1364059040590404,15.27
Bulk carrier,2019,EEDI (3.54 gCO₂/t·nm),EEDI,3.54,PANAMA,,2165.51,6801.66,791.79,2956.03,3053.82,0.0,2393.1,90.32,2.24,283.68,7.04,2.8421963144039113,3.140904452069027,7.04
